"","0000011103","0000012101","0000012301","0000012305","0000012401","0000012406","0000012411","0000012413","0000012417","0000012420","0000012423","0000012427","0000012428","0000012429","0000012430","0000012433","0000012434","0000012435","0000012501","0000012502","0000012505","0000012507","0000012601","0000012701","0000013301","0000021206","0000021207","0000024204","0000024205","0000024206","0000024207","0000024601","0000024701","0000025101","0000025108","0000025112","0000025113","0000025114","0000025123","0000025125","0000025201","0000025203","0000025207","0000025209","0000025212","0000025303","0000025304","0000025305","0000031601","0000031604","0000031609","0000034601","0000034602","0000034603","0000041301","0000041601","0000044602","0000045201","0000045601","0000045603","0000045604","0000051701","0000061601","0000061602","0000061603","0000061701","0000062605","0000064601","0000064603","0000071601","0000076101","0000077601","0000090101","0000090601","0000090604","0000090606","0000090701","0000090702","0000090703","0000090704","0000090706","0000091302","0000091702","0000091717","0000094606","0000095601","0000095602","0000095605","0000096706","0000096711","0000096713","0000096724","0000096731","0000098501","0000098503","0000098507","0000098508","0000098509","0000098513","0000098514","0000098515","0000098516","0000098517","0000098518","0000098519","aa00190001","aa00690002","aa03125001","aa03125002","aa03125003","aa03125004","aa03125005","aa03125006","aa04192003","aa04192004","aa05191001","aa05191002","aa05191003","aa05191004","aa07134015","aa07134027","aa07151012","aa07153001","aa07153002","aa07153003","aa07153004","aa07153005","aa07153006","aa07153007","aa07153008","aa07153009","aa07153048","aa07153049","aa07153051","aa07153052","aa07153053","aa07153054","aa07153055","aa07153056","aa07153057","aa07153096","aa07153097","aa07153098","aa07153099","aa07153101","aa07153102","aa07153103","aa07153104","aa07153105","aa07153106","aa07153149","aa07153152","aa07153201","aa07153251","aa07153252","aa07153253","aa07153254","aa07153255","aa07153258","aa07153259","aa07153262","aa07153268","aa07153269","aa07153272","aa07153273","aa07153274","aa07153299","aa07193001","aa07193002","aa07193003","aa07193004","aa07193010","aa07193013","aa07253151","aa07253153","aa07253256","aa07253257","aa07253260","aa07253261","aa07334006","aa07351001","aa07393043","aa07453001","aa07453002","aa07453003","aa07453004","aa07453005","aa07453006","aa07453007","aa07453008","aa07453009","aa07453010","aa07453011","aa07453012","aa07453013","aa07453014","aa07453015","aa07453016","aa07453017","aa07453018","aa07453098","aa07453099","aa08296002","aa11224004","ab07294010","gx01910701","gx02110101","gx02110104","gx02120305","gx02120412","gx02130402","gx02760102","gx02900104","ty00000001","ty00000002","ty00000003","ty00000005","ty00000006","ty00000009","ty00000010","ty00000011","ty00000012"
"53061212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,"78",NA,NA,NA,NA,"良好","优秀",NA,"86",NA,"92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","优秀","82","76","84","86","86","84",NA,NA,"81","80","83","89",NA,NA,NA,"62","98","84","83","92","88","85","90","88",NA,NA,"90","89","82","89","92","92","95",NA,NA,NA,NA,"92","73","87","82","89","74",NA,"97","优秀","中等","良好","优秀",NA,"66",NA,"良好",NA,NA,NA,"96","74",NA,NA,"81","89","88",NA,"95","76","91","78",NA,"91",NA,NA,NA,"90","88","优秀","及格","良好","优秀","良好","良好","优秀","优秀","优秀","良好","86","77","优秀","83","优秀","94","87","良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,"良好",NA,NA,NA,NA,NA,NA
"53061213",NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,"及格",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好","90",NA,"82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92","良好","85","74","87","93","84","80",NA,NA,"81","79","80","68",NA,NA,NA,"73","74","87","78","83","95","70","86","74",NA,NA,"83","77","78","79","73","75","78",NA,NA,NA,NA,"86","75","60","92","88","79",NA,"74","优秀","中等","良好","良好",NA,"60",NA,"良好",NA,NA,NA,"82","70",NA,NA,"76","85","75",NA,"90","75","81","72",NA,"90",NA,"77",NA,"85","89","良好","良好","良好","中等","中等","中等","优秀","良好","中等","中等","80","70","及格","85","良好","82","71","良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA
"53061214",NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79",NA,NA,NA,"87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67",NA,NA,NA,NA,NA,NA,NA,NA,NA,"中等","89",NA,"79","良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"及格",NA,"77","及格","82","80","78","78","77","80",NA,NA,"73","68","73","70",NA,NA,NA,"72","64","84","60","80","79","71","84","82",NA,NA,"72","77","68","74","64","68","73",NA,NA,NA,NA,"79","66","68","72","50","73",NA,"74","优秀","及格","及格","良好",NA,"60.5",NA,"及格",NA,NA,NA,NA,"52",NA,NA,"82","61","76",NA,"63","70","77","60","78","86",NA,NA,NA,"82","87","中等","及格","中等","良好","及格","中等","良好","中等","中等","中等","73","72","及格","80","及格","82","81","良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀","优秀",NA,NA,NA,NA,NA,NA
"53061215",NA,NA,NA,NA,NA,"中等",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"中等",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好","89",NA,"81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","优秀","82","83","74","91","96","90",NA,NA,"85","80","82","68",NA,NA,NA,"69","60","77","71","64","87","87","85","60",NA,NA,"81","66","84","77","68","77","69",NA,NA,NA,NA,"92","75","83","75","74","60",NA,"80","中等","中等","良好","良好",NA,"82",NA,"中等",NA,NA,NA,NA,"66",NA,NA,"88","60","63",NA,"70","79","86","72","70",NA,NA,"97",NA,"85","87","良好","良好","良好","中等","良好","中等","良好","良好","中等","中等","75","86","良好","87","及格","79","92","良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA
"53061216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,"87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77",NA,NA,NA,NA,NA,NA,NA,"89",NA,"84",NA,NA,NA,NA,"中等",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"中等","优秀",NA,NA,"不及格",NA,NA,"不及格",NA,"73","良好","84","76","76","78","84","71",NA,NA,"76","70","68","70",NA,NA,NA,"92","85","83","60","64","82","64","86","79",NA,NA,"78","74","64","60","78","79","60",NA,NA,NA,NA,"90","60","78","75","77","45",NA,"69","优秀","不及格","优秀","良好",NA,"73",NA,NA,"62",NA,NA,NA,"69",NA,NA,"77","49","47",NA,"52","78","87","82","73","63",NA,NA,NA,"72","88","良好","优秀","优秀","优秀","优秀","优秀","及格","中等","及格","及格","80","40","中等","80","及格","89","91","良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,"中等",NA,NA
"53061217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"中等",NA,NA,NA,"中等",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","及格","80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"不及格",NA,"70","良好","58","79","68","73","82","67",NA,NA,"73","60","69","62",NA,NA,NA,"45","0","85","19","1","37","0","5","0",NA,NA,"16","4","49","10","22","53","0",NA,NA,NA,NA,"78","60","72","46","61","70",NA,"43","良好","及格","及格","良好",NA,"36",NA,"不及格",NA,NA,"中等",NA,"40","60",NA,"28","67","27",NA,"34","64","60","61","0","60",NA,NA,NA,"0","88","良好","及格","良好","良好","及格","及格","优秀","中等","及格","及格","68","60","及格","55","及格","73","72","中等",NA,NA,NA,NA,NA,NA,"中等",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"中等",NA,NA,NA,NA
"53061218",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好","89",NA,"79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","良好","92","71","78","87","86","82",NA,NA,"85","86","84","84",NA,NA,NA,"89","92","94","80","63","84","85","91","83",NA,NA,"66","71","84","91","66","82","89",NA,NA,NA,NA,"98","75","82","98","86","79",NA,"83","优秀","中等","优秀","良好",NA,"69",NA,"优秀",NA,NA,NA,NA,"74",NA,NA,"91","90","87",NA,"93","87","88","75",NA,"88",NA,NA,NA,"92","87","优秀","优秀","优秀","优秀","优秀","优秀","优秀","良好","优秀","良好","85","77","优秀","86","良好","92","89","优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA
"53061219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"中等",NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"中等","64",NA,"74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"不及格",NA,"71","优秀","60","62","61","81","77","75",NA,NA,"76","60","54","50",NA,NA,NA,"48","25","57","60","31","69","28","73","46",NA,NA,"61","48","60","78","44","60","75",NA,NA,NA,NA,"76","60","63","44","60","60",NA,"60","良好","及格","中等","良好","及格","63",NA,"不及格",NA,NA,NA,NA,"46","22",NA,"77","75","62",NA,"29","67","75","60","60","65",NA,NA,NA,"0","87","中等","不及格","中等","中等","中等","及格","良好","中等","及格","中等","68","39","及格","69","及格","82","74","中等",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"及格","中等",NA,"中等",NA
"53061220",NA,NA,NA,NA,NA,"中等",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73",NA,NA,NA,NA,NA,NA,NA,NA,NA,"中等","90",NA,"79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","优秀","91","78","76","82","73","78",NA,NA,"77","66","55","74",NA,NA,NA,"48","37","78","63","78","82","65","60","83",NA,NA,"61","16","70","90","62","64","62",NA,NA,NA,NA,"92","60","53","24","68","60",NA,"77","良好","及格","中等","优秀",NA,"17",NA,"优秀",NA,NA,NA,NA,"75",NA,NA,"51","25","7",NA,"51","34","81","0","73","73",NA,NA,NA,"80","87","优秀","良好","中等","中等","良好","中等","优秀","中等","及格","中等","80","71","中等","71","及格","90","94","良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,"优秀",NA,NA,NA,NA
"53061221",NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","良好","88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","良好","83","70","69","80","89","75",NA,NA,"85","76","88","84",NA,NA,NA,"66","70","90","64","84","86","63","87","76",NA,NA,"72","71","72","62","66","75","74",NA,NA,NA,NA,"78","43","84","70","77","67",NA,"74","中等","及格","及格","中等",NA,"35",NA,"良好",NA,NA,NA,NA,"55",NA,NA,"44","69","55",NA,"78","68","85","80",NA,"87",NA,"78",NA,"85","89","良好","优秀","良好","中等","及格","优秀","优秀","中等","及格","中等","85","69","及格","67","良好","81","82","良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA
"53061222",NA,NA,NA,NA,NA,NA,NA,NA,"及格",NA,NA,NA,NA,NA,NA,NA,NA,NA,"及格",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"中等",NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","良好","77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","良好","86","69","68","75","83","72",NA,NA,"76","71","61","68",NA,NA,NA,"62","61","73","60","66","81","71","75","0",NA,NA,"42","0","71","66","69","70","81",NA,NA,NA,NA,"77","51","52","76","68","68",NA,"63","中等","及格","中等","及格",NA,"60",NA,"中等",NA,NA,NA,NA,"52",NA,NA,"36","80","39",NA,"63","60","73","82",NA,"82",NA,"80",NA,"80","90","良好","优秀","良好","良好","及格","中等","良好","中等","及格","良好","80","75","及格","70","及格","83","83","良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,"良好",NA,NA,NA,NA
"53061223",NA,NA,NA,NA,NA,NA,NA,NA,"及格",NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"及格","优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","优秀","90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","及格","87","61","82","82","81","77",NA,NA,"71","77","72","73",NA,NA,NA,"66","77","85","60","65","83","67","79","74",NA,NA,"66","66","74","70","60","64","76",NA,NA,NA,NA,"73","60","82","66","78","63",NA,"73","中等","中等","中等","及格",NA,"73",NA,"中等",NA,NA,NA,NA,"49",NA,NA,"60","66","51",NA,"66","60","87","67",NA,"85",NA,"81",NA,"85","88","良好","优秀","中等","中等","及格","良好","中等","中等","及格","优秀","80","60","及格","62","及格","78","74","良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,"良好"
"53061224",NA,"中等",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"中等",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"及格",NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好","90",NA,"83",NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","中等","85","79","88","83","85","75",NA,NA,"66","63","82","65",NA,NA,NA,"74","82","89","69","71","85","60","75","78",NA,NA,"60","60","64","60","60","60","72",NA,NA,NA,NA,"90","60","69","76","60","73",NA,"62","良好","及格","及格","优秀",NA,"17",NA,"良好",NA,NA,NA,NA,"65",NA,NA,"85","78","60",NA,"83","67","82","77","90","76",NA,NA,NA,"75","89","中等","及格","中等","良好","中等","及格","良好","良好","及格","及格","90","72","及格","67","及格","76","72","良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,"良好",NA
"53061225",NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,"85",NA,"89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","良好","86","77","74","86","87","81",NA,NA,"85","81","82","73",NA,NA,NA,"75","83","93","87","89","86","80","71","64",NA,NA,"86","68","87","83","60","62","82",NA,NA,NA,NA,"92","87","97","79","89","79",NA,"79","优秀","中等","良好","良好",NA,"33",NA,"中等",NA,NA,NA,NA,"81","65",NA,"94","94","91",NA,"94","95","85","73","82","86",NA,NA,NA,"80","87","优秀","及格","及格","及格","良好","中等","良好","中等","及格","良好","78","78","中等","81","及格","83","76","良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA
"53061226",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好","87","中等","76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,"73","优秀","80","65","75","81","84","68",NA,NA,"77","67","54","70",NA,NA,NA,"60","60","71","60","77","72","73","61","67",NA,NA,"62","54","60","60","60","60","61",NA,NA,NA,NA,"84","69","63","67","64","60",NA,"60","中等","及格","及格","优秀",NA,"60",NA,"中等",NA,NA,NA,NA,"56",NA,NA,"92","60","46",NA,"56","41","77","60","70","72",NA,NA,NA,"78","87","良好","中等","及格","及格","及格","及格","良好","中等","及格","及格","81","60","及格","81","及格","75","64","中等",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"中等",NA,"优秀"
"53061227",NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86",NA,"90","良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","良好","86","77","81","86","91","80",NA,NA,"85","77","83","84",NA,NA,NA,"76","64","91","83","84","87","80","88","77",NA,NA,"60","69","81","73","65","75","78",NA,NA,NA,NA,"93","85","85","75","89","83",NA,"79","中等","中等","中等","良好",NA,"77",NA,"中等",NA,NA,NA,NA,"64",NA,NA,"86","90","60",NA,"78","78","89","65",NA,"90",NA,"78",NA,"85","87","优秀","良好","中等","良好","及格","中等","良好","中等","及格","良好","80","69","及格","71","及格","79","87","良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,"中等",NA,NA,NA,NA
"53061228",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","及格","90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,"优秀",NA,"80","良好","77","81","75","82","90","77",NA,NA,"76","64","76","72",NA,NA,NA,"62","53","83","60","66","91","67","64","60",NA,NA,"73","65","92","66","70","62","81",NA,NA,NA,NA,"90","71","61","63","68","65",NA,"77","优秀","及格","及格","优秀",NA,"39",NA,"良好",NA,NA,NA,NA,"61",NA,NA,"87","64","60",NA,"68","60","77","78","64","91",NA,"95",NA,"83","87","良好","中等","良好","及格","良好","中等","良好","良好","及格","良好","87","78","良好","74","优秀","90","85","良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,"优秀",NA
"53061229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,"及格",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好","88","良好","72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好","良好","良好",NA,NA,NA,NA,NA,NA,NA,"78","中等","80","75","84","80","81","81",NA,NA,"63","64","74","65",NA,NA,NA,"35","49","69","60","66","68","61","73","64",NA,NA,"63","60","66","74","45","73","68",NA,NA,NA,NA,"79","74","61","70","71","69",NA,"64","中等","中等","中等","优秀",NA,"26","中等","良好","87",NA,NA,NA,"54",NA,NA,"83","45","46",NA,"43","52","76","61","68","83",NA,NA,NA,"70","90","良好","中等","中等","中等","中等","及格","良好","良好","及格","良好","81","71","及格","69","及格","78","69","良好",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,"优秀",NA
"53061230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好","90",NA,"91",NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"良好",NA,NA,NA,NA,NA,NA,NA,NA,"86","良好","85","86","90","80","87","90",NA,NA,"90","81","86","81",NA,NA,NA,"67","84","97","92","93","94","84","91","88",NA,NA,"91","84","88","88","81","81","87",NA,NA,NA,NA,"93","90","91","86","91","84",NA,"91","良好","中等","良好","良好",NA,"67",NA,"良好",NA,NA,NA,NA,"83",NA,NA,"100","99","91",NA,"80","94","95","83","90","82",NA,NA,NA,"92","90","良好","及格","良好","及格","良好","中等","良好","良好","中等","良好","85","80","良好","79","及格","92","78","中等",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"优秀",NA,NA,NA,NA,NA,NA
